Creep strength Temp Â©;Creep strength Stress (Mpa);Creep strength 1 Time for 1% creep (hours);Creep strength 1 Rupture life (hours);Creep strength 1 Elongation / rupture strain (%);LMP;Normalized Composition;DeltaH_mix;1-mr
1040;137.2;;220.5;;29.33689548;Al0.10938B0.00188C0.00452Co0.00576Cr0.09001Hf0.00086Mo0.00541Nb0.00572Ni0.70436Re0.00481Ta0.02194Ti0.01509W0.03026;0.064256;0.00639999999999996
982;220.8;;224.8;;28.05150437;Al0.09628Co0.02525Cr0.11468Mo0.00566Ni0.68362Ta0.01442Ti0.03922W0.02087;-0.14869;0
1200;70.0;;232.0;;32.9443638;Al0.13005Co0.06967Cr0.02221Hf0.00072Nb0.00207Ni0.69843Re0.02481Ta0.03368W0.01815Y0.00022;0.0051869;0
1040;137.2;;232.2;;29.36637709;Al0.11455B0.00127C0.00342Co0.01026Cr0.09036Hf0.00098Mo0.00539Nb0.01147Ni0.70285Re0.00482Ta0.03020W0.02444;0.083402;0.00468999999999997
1040;137.2;;240.4;;29.38616695;Al0.10408B0.00138C0.00310Co0.09078Cr0.08215Hf0.00083Mo0.00491Nb0.01048Ni0.64819Re0.00439Ta0.02748W0.02222;0.02808;0.00448000000000004
871;448.5;;240.5;;25.60399565;Al0.09628Co0.02525Cr0.11468Mo0.00566Ni0.68362Ta0.01442Ti0.03922W0.02087;-0.14869;0
1040;137.2;;244.8;;29.39650939;Al0.11530B0.00145C0.00361Co0.01077Cr0.09005Hf0.00102Mo0.00544Nb0.01089Ni0.69739Re0.00965Ta0.03022W0.02420;0.078252;0.00505999999999995
1148;90.0;;246.3;;31.81827093;Al0.14419B0.00277C0.00020Co0.07617Cr0.05756Hf0.00050Mo0.00936Ni0.65552Re0.01446Ta0.02315Ti0.00625W0.00977Y0.00010;0.0086566;0.00297000000000003
871;552.0;;257.2;;25.63734998;Al0.14537B0.00279C0.00020Co0.07680Cr0.05803Hf0.00051Mo0.00943Ni0.65576Re0.01782Ta0.02334W0.00985Y0.00010;0.098243;0.00299000000000005
1200;70.0;;261.0;;33.01971147;Al0.12609Co0.04846Cr0.03662Hf0.00036Nb0.00205Ni0.71481Re0.02045Ta0.03017W0.02071Y0.00029;0.027678;0
1050;140.0;;270.0;;29.67669426;Al0.12914Co0.05279Cr0.09574Hf0.01952Mo0.00389Ni0.63821Ta0.02063Ti0.01300W0.02708;-0.21295;0
1040;137.2;;275.3;;29.46346556;Al0.10916B0.00149C0.00316Co0.04755Cr0.08605Hf0.00087Mo0.00518Nb0.01097Ni0.67889Re0.00461Ta0.02878W0.02329;0.027857;0.00465000000000004
982;220.8;;276.7;;28.16472149;Al0.09105Co0.05022Cr0.12068Hf0.00066Mo0.00568Ni0.65082Ta0.01446Ti0.04551W0.02093;-0.2391;0
1200;70.0;;281.0;;33.06694441;Al0.12258Co0.04334Cr0.02947Hf0.00036Nb0.00206Ni0.72889Re0.02229Ta0.03176W0.01910Y0.00014;0.0151;0
982;220.8;;288.1;;28.18672679;Al0.09761Co0.02560Cr0.00691Hf0.00067Mo0.00574Ni0.78793Ta0.01462Ti0.03977W0.02116;-0.17628;0
1040;137.2;;298.7;;29.50998385;Al0.11186B0.00144C0.00311Co0.02439Cr0.08809Hf0.00091Mo0.00532Nb0.01125Ni0.69559Re0.00471Ta0.02947W0.02386;0.043632;0.00455000000000005
982;220.8;;304.6;;28.21708102;Al0.09092Co0.05015Cr0.12051Mo0.00567Ni0.65195Ta0.01444Ti0.04545W0.02090;-0.22943;0
1040;137.2;;311.1;;29.53317771;Al0.12620B0.00157C0.00409Co0.01049Cr0.08425Hf0.00088Mo0.00543Nb0.00574Ni0.71128Re0.00482Ta0.01922W0.02604;0.1834;0.00566
1100;120.0;;319.0;;30.89770461;Al0.13896Co0.08209Cr0.08141Hf0.00068Mo0.01261Ni0.63468Re0.00974Ta0.02339W0.01645;0.10958;0
1040;137.2;;323.3;;29.55511229;Al0.11446B0.00132C0.00363Cr0.09029Hf0.00073Mo0.00539Nb0.01146Ni0.71330Re0.00482Ta0.03018W0.02442;0.13014;0.00495000000000001
1040;137.2;;328.3;;29.56386367;Al0.12100B0.00152C0.00320Co0.01080Cr0.08812Hf0.00099Mo0.00545Ni0.69888Re0.00484Ta0.04120W0.02400;0.13832;0.00471999999999995
1040;137.2;;333.5;;29.57282484;Al0.11449B0.00184C0.00342Co0.01057Cr0.09032Hf0.00098Mo0.00539Nb0.01146Ni0.70209Re0.00482Ta0.03019W0.02443;0.082089;0.00526000000000004
871;448.5;;339.8;;25.77571954;Al0.09092Co0.05015Cr0.12051Mo0.00567Ni0.65195Ta0.01444Ti0.04545W0.02090;-0.22943;0
1037;124.2;;344.6;;29.52388301;Al0.12353Cr0.11790Ni0.71390Ta0.02039W0.02428;0.17981;0
1040;137.2;;351.2;;29.60231307;Al0.12210B0.00143C0.00360Co0.01057Cr0.08531Hf0.00090Mo0.00540Nb0.00578Ni0.70714Re0.00484Ta0.02472W0.02822;0.15439;0.00502999999999998
760;759.0;;368.0;;23.3105208;Al0.09628Co0.02525Cr0.11468Mo0.00566Ni0.68362Ta0.01442Ti0.03922W0.02087;-0.14869;0
1100;120.0;;377.0;;30.99731667;Al0.12587Co0.09262Cr0.07581Hf0.00034Mo0.00379Ni0.63754Re0.00977Ta0.02179Ti0.01267W0.01979;-0.029938;0
950;240.0;;380.0;;27.61507534;Al0.12914Co0.05279Cr0.09574Hf0.01952Mo0.00389Ni0.63821Ta0.02063Ti0.01300W0.02708;-0.21295;0
1150;90.0;;387.0;;32.1423127;Al0.13896Co0.08209Cr0.08141Hf0.00068Mo0.01261Ni0.63468Re0.00974Ta0.02339W0.01645;0.10958;0
1040;137.2;;388.9;;29.66045722;Al0.11774B0.00151C0.00350Co0.01074Cr0.08918Hf0.00098Mo0.00542Nb0.00573Ni0.70042Re0.00485Ta0.03570W0.02423;0.10156;0.00500999999999996
1040;137.31;;400.0;;29.67650477;Al0.12111Cr0.05713Mo0.01238Ni0.75821Ta0.02134Ti0.01365W0.01616;0.064276;0
1040;137.2;;415.4;;29.6980465;Al0.12140B0.00149C0.00342Co0.01065Cr0.08965Hf0.00091Mo0.00544Nb0.00575Ni0.69974Re0.00965Ta0.03294W0.01897;0.092845;0.00490999999999997
1050;140.0;;416.0;;29.92506048;Al0.13896Co0.08209Cr0.08141Hf0.00068Mo0.01261Ni0.63468Re0.00974Ta0.02339W0.01645;0.10958;0
1040;137.2;;430.0;;29.71774408;Al0.11985B0.00150C0.00357Co0.01076Cr0.08719Hf0.00087Mo0.00544Nb0.00576Ni0.70361Re0.00484Ta0.03021W0.02639;0.13038;0.00507000000000002
1040;137.2;;433.4;;29.72223513;Al0.11976B0.00157C0.00319Co0.01075Cr0.08869Hf0.00088Mo0.00543Nb0.00574Ni0.69821Re0.00967Ta0.03294W0.02317;0.098065;0.00475999999999999
1150;90.0;;435.0;;32.21457021;Al0.12587Co0.09262Cr0.07581Hf0.00034Mo0.00379Ni0.63754Re0.00977Ta0.02179Ti0.01267W0.01979;-0.029938;0
1040;137.2;;436.5;;29.72629932;Al0.12172B0.00167C0.00368Co0.01066Cr0.08805Hf0.00091Mo0.00545Nb0.00576Ni0.70009Re0.00965Ta0.03018W0.02220;0.11673;0.00534999999999997
1040;137.31;;440.0;;29.73085336;Al0.10657Co0.04879Cr0.11060Ni0.69079Ta0.01271Ti0.01802W0.01251;-0.038336;0
850;500.0;;450.0;;25.43955765;Al0.12914Co0.05279Cr0.09574Hf0.01952Mo0.00389Ni0.63821Ta0.02063Ti0.01300W0.02708;-0.21295;0
1040;137.2;;454.3;;29.74909101;Al0.12355B0.00178C0.00374Co0.01077Cr0.05265Hf0.00079Mo0.00541Nb0.00573Ni0.71972Re0.01931Ta0.03019W0.02636;0.11434;0.00551999999999997
1040;137.2;;460.6;;29.75694432;Al0.12178B0.00154C0.00326Co0.01078Cr0.05221Hf0.00086Mo0.00542Nb0.00573Ni0.72277Re0.01472Ta0.03022W0.03072;0.10923;0.00480000000000003
1050;140.0;;468.0;;29.99273526;Al0.12587Co0.09262Cr0.07581Hf0.00034Mo0.00379Ni0.63754Re0.00977Ta0.02179Ti0.01267W0.01979;-0.029938;0
1150;90.0;;473.0;;32.2663274;Al0.11443Co0.03419Cr0.01750Hf0.00036Nb0.00140Ni0.75197Re0.02618Ta0.03592W0.01768Y0.00037;0.0065598;0
1040;137.2;;477.5;;29.77749204;Al0.11909B0.00205C0.00313Co0.01046Cr0.07295Hf0.00073Mo0.02706Nb0.00578Ni0.70878Re0.00484Ta0.02471W0.02043;0.15427;0.00517999999999996
1150;90.0;;485.0;;32.28181049;Al0.12886Co0.08597Cr0.05359Hf0.00035Nb0.00068Ni0.65821Re0.01633Ta0.03010W0.02584Y0.00007;0.066404;0
1100;120.0;;487.0;;31.14997726;Al0.11443Co0.03419Cr0.01750Hf0.00036Nb0.00140Ni0.75197Re0.02618Ta0.03592W0.01768Y0.00037;0.0065598;0
1100;120.0;;498.0;;31.16329589;Al0.12886Co0.08597Cr0.05359Hf0.00035Nb0.00068Ni0.65821Re0.01633Ta0.03010W0.02584Y0.00007;0.066404;0
871;448.5;;502.3;;25.96990188;Al0.09105Co0.05022Cr0.12068Hf0.00066Mo0.00568Ni0.65082Ta0.01446Ti0.04551W0.02093;-0.2391;0
1040;137.2;;507.3;;29.81201276;Al0.11844B0.00150C0.00357Co0.01055Cr0.08059Hf0.00098Mo0.01626Nb0.00576Ni0.70510Re0.00484Ta0.03020W0.02222;0.12748;0.00507000000000002
1040;137.2;;508.9;;29.81380841;Al0.11994B0.00147C0.00322Co0.00958Cr0.07017Hf0.00078Mo0.00542Nb0.00574Ni0.71315Re0.00964Ta0.03019W0.03068;0.12515;0.00468999999999997
1040;137.2;;509.9;;29.81492782;Al0.11791B0.00145C0.00319Co0.01075Cr0.08773Hf0.00091Mo0.00543Nb0.00574Ni0.70158Re0.00482Ta0.03294W0.02754;0.11314;0.00463999999999998
1040;137.2;;525.5;;29.83211198;Al0.11798B0.00139C0.00319Co0.01087Cr0.08707Hf0.00095Mo0.00543Nb0.00574Ni0.70184Re0.00482Ta0.03158W0.02913;0.12023;0.00458000000000003
871;448.5;;546.5;;26.01180315;Al0.09761Co0.02560Cr0.00691Hf0.00067Mo0.00574Ni0.78793Ta0.01462Ti0.03977W0.02116;-0.17628;0
1040;137.2;;550.3;;29.85840716;Al0.12526B0.00127C0.00339Co0.01041Cr0.07824Hf0.00074Mo0.00502Nb0.00600Ni0.70406Re0.00434Ta0.03193W0.02935;0.1339;0.00466
1040;137.2;;555.5;;29.86377018;Al0.11821B0.00116C0.00366Co0.01065Cr0.08573Hf0.00088Mo0.00543Nb0.00541Ni0.70314Re0.00479Ta0.03088W0.03005;0.1422;0.00482000000000005
1100;120.0;;572.0;;31.24590475;Al0.13471Co0.05122Cr0.04596Hf0.00035Nb0.00338Ni0.69533Re0.01959Ta0.02606W0.02326Y0.00014;0.047786;0
1040;137.2;;580.9;;29.88926511;Al0.11089B0.00140C0.00325Co0.01047Cr0.09437Hf0.00074Mo0.00578Nb0.00549Ni0.70179Re0.00531Ta0.02847W0.03204;0.14433;0.00465000000000004
1100;120.0;;583.0;;31.25726293;Al0.13005Co0.06967Cr0.02221Hf0.00072Nb0.00207Ni0.69843Re0.02481Ta0.03368W0.01815Y0.00022;0.0051869;0
1100;120.0;;584.0;;31.25828484;Al0.12609Co0.04846Cr0.03662Hf0.00036Nb0.00205Ni0.71481Re0.02045Ta0.03017W0.02071Y0.00029;0.027678;0
1040;137.2;;588.8;;29.89696772;Al0.11893B0.00128C0.00313Co0.01074Cr0.08836Hf0.00088Mo0.00268Nb0.00573Ni0.70254Re0.00485Ta0.03020W0.03068;0.13063;0.00441000000000003
1150;90.0;;590.0;;32.40292241;Al0.13005Co0.06967Cr0.02221Hf0.00072Nb0.00207Ni0.69843Re0.02481Ta0.03368W0.01815Y0.00022;0.0051869;0
1100;120.0;;592.0;;31.2663977;Al0.12258Co0.04334Cr0.02947Hf0.00036Nb0.00206Ni0.72889Re0.02229Ta0.03176W0.01910Y0.00014;0.0151;0
1150;90.0;;593.0;;32.40605683;Al0.13471Co0.05122Cr0.04596Hf0.00035Nb0.00338Ni0.69533Re0.01959Ta0.02606W0.02326Y0.00014;0.047786;0
1040;137.2;;610.1;;29.91723155;Al0.11499B0.00188C0.00401Co0.01256Cr0.08565Hf0.00073Mo0.00534Nb0.00285Ni0.70936Re0.00477Ta0.02972Ti0.00490W0.02325;0.087677;0.00588999999999995
1040;137.2;;611.1;;29.91816543;Al0.11797B0.00122C0.00366Co0.01065Cr0.08670Hf0.00088Mo0.00543Nb0.00574Ni0.70213Re0.00482Ta0.03088W0.02992;0.13958;0.00488
1150;90.0;;623.0;;32.43655649;Al0.12609Co0.04846Cr0.03662Hf0.00036Nb0.00205Ni0.71481Re0.02045Ta0.03017W0.02071Y0.00029;0.027678;0
1150;90.0;;650.0;;32.46277571;Al0.12258Co0.04334Cr0.02947Hf0.00036Nb0.00206Ni0.72889Re0.02229Ta0.03176W0.01910Y0.00014;0.0151;0
1040;137.2;;665.1;;29.96645056;Al0.11804B0.00145C0.00335Co0.01055Cr0.08638Hf0.00099Mo0.00543Nb0.00575Ni0.70232Re0.00482Ta0.03020W0.03072;0.13249;0.00480000000000003
760;759.0;;697.6;;23.59744549;Al0.09092Co0.05015Cr0.12051Mo0.00567Ni0.65195Ta0.01444Ti0.04545W0.02090;-0.22943;0
850;500.0;;805.0;;25.72320877;Al0.13896Co0.08209Cr0.08141Hf0.00068Mo0.01261Ni0.63468Re0.00974Ta0.02339W0.01645;0.10958;0
1037;103.5;;816.5;;30.01466261;Al0.12353Cr0.11790Ni0.71390Ta0.02039W0.02428;0.17981;0
950;240.0;;837.0;;28.03449324;Al0.13896Co0.08209Cr0.08141Hf0.00068Mo0.01261Ni0.63468Re0.00974Ta0.02339W0.01645;0.10958;0
950;250.0;;847.0;;28.04080141;Al0.12436B0.00025C0.00112Co0.08282Cr0.07157Hf0.00051Mo0.00318Ni0.65612Re0.00885Ta0.02427Ti0.00637W0.02057;0.029509;0.00136999999999998
950;250.0;;880.0;;28.06110231;Al0.12717B0.00031C0.00128Co0.09877Cr0.07660Hf0.00069Mo0.00383Ni0.62709Re0.00987Ta0.02540Ti0.00768W0.02133;0.019956;0.00158999999999998
950;250.0;;895.0;;28.07007957;Al0.13196B0.00037C0.00153Co0.10417Cr0.08029Hf0.00086Mo0.00448Ni0.60575Re0.01055Ta0.02646Ti0.01154W0.02204;-0.014836;0.00190000000000001
850;500.0;;917.0;;25.78674076;Al0.12587Co0.09262Cr0.07581Hf0.00034Mo0.00379Ni0.63754Re0.00977Ta0.02179Ti0.01267W0.01979;-0.029938;0
950;250.0;;918.0;;28.0835566;Al0.12865B0.00028C0.00127Co0.09817Cr0.07613Hf0.00068Mo0.00381Ni0.62949Re0.00981Ta0.02255Ti0.00763W0.02153;0.038561;0.00155000000000005
950;250.0;;947.0;;28.10007602;Al0.12789B0.00029C0.00128Co0.09933Cr0.07703Hf0.00069Mo0.00385Ni0.62227Re0.00993Ta0.02792Ti0.00772W0.02179;0.008172;0.00156999999999996
950;240.0;;953.0;;28.10343062;Al0.12587Co0.09262Cr0.07581Hf0.00034Mo0.00379Ni0.63754Re0.00977Ta0.02179Ti0.01267W0.01979;-0.029938;0
950;250.0;;1018.0;;28.13847553;Al0.12705C0.00152Co0.09987Cr0.07468Hf0.00034Mo0.00379Ni0.62770Re0.00945Ta0.02180Ti0.01268W0.02112;-0.0034141;0.00151999999999997
1050;140.0;;1423.0;;30.63169008;Al0.11443Co0.03419Cr0.01750Hf0.00036Nb0.00140Ni0.75197Re0.02618Ta0.03592W0.01768Y0.00037;0.0065598;0
1050;140.0;;1469.0;;30.64996984;Al0.12886Co0.08597Cr0.05359Hf0.00035Nb0.00068Ni0.65821Re0.01633Ta0.03010W0.02584Y0.00007;0.066404;0
1050;140.0;;1592.0;;30.69617067;Al0.13471Co0.05122Cr0.04596Hf0.00035Nb0.00338Ni0.69533Re0.01959Ta0.02606W0.02326Y0.00014;0.047786;0
1050;140.0;;1648.0;;30.71603439;Al0.13005Co0.06967Cr0.02221Hf0.00072Nb0.00207Ni0.69843Re0.02481Ta0.03368W0.01815Y0.00022;0.0051869;0
1040;137.31;;1707.0;;30.50392261;Al0.12538Co0.07907Cr0.06752Ni0.65145Ta0.01199W0.06458;0.29265;0
1040;137.31;;1751.0;;30.51843471;Al0.12289Co0.08115Cr0.06745Ni0.65295Ta0.01797W0.05758;0.23496;0
1050;140.0;;1752.0;;30.75119562;Al0.12609Co0.04846Cr0.03662Hf0.00036Nb0.00205Ni0.71481Re0.02045Ta0.03017W0.02071Y0.00029;0.027678;0
1050;140.0;;1803.0;;30.76768235;Al0.12258Co0.04334Cr0.02947Hf0.00036Nb0.00206Ni0.72889Re0.02229Ta0.03176W0.01910Y0.00014;0.0151;0
1040;137.31;;1827.0;;30.54266271;Al0.12204Cr0.10993Ni0.70291Ta0.03571W0.02940;0.14655;0
1040;137.31;;1920.0;;30.57097451;Al0.12157Cr0.08007Ni0.72760Ta0.02684W0.04392;0.20288;0
950;200.0;;1990.0;;28.49449731;Al0.11969B0.00025C0.00112Co0.08065Cr0.06797Hf0.00051Mo0.00318Ni0.66989Re0.00818Ta0.02357Ti0.00509W0.01989;0.040063;0.00136999999999998
950;200.0;;2138.0;;28.53259942;Al0.12436B0.00025C0.00112Co0.08282Cr0.07157Hf0.00051Mo0.00318Ni0.65612Re0.00885Ta0.02427Ti0.00637W0.02057;0.029509;0.00136999999999998
950;200.0;;2203.0;;28.54850673;Al0.12865B0.00028C0.00127Co0.09817Cr0.07613Hf0.00068Mo0.00381Ni0.62949Re0.00981Ta0.02255Ti0.00763W0.02153;0.038561;0.00155000000000005
950;200.0;;2250.0;;28.55971922;Al0.13611B0.00037C0.00153Co0.10386Cr0.08240Hf0.00086Mo0.00447Ni0.59874Re0.01052Ta0.02638Ti0.01279W0.02197;-0.021674;0.00190000000000001
950;200.0;;2280.0;;28.56675432;Al0.12789B0.00029C0.00128Co0.09933Cr0.07703Hf0.00069Mo0.00385Ni0.62227Re0.00993Ta0.02792Ti0.00772W0.02179;0.008172;0.00156999999999996
950;200.0;;2388.0;;28.59133598;Al0.12717B0.00031C0.00128Co0.09877Cr0.07660Hf0.00069Mo0.00383Ni0.62709Re0.00987Ta0.02540Ti0.00768W0.02133;0.019956;0.00158999999999998
950;190.0;;2438.0;;28.60234222;Al0.12705C0.00152Co0.09987Cr0.07468Hf0.00034Mo0.00379Ni0.62770Re0.00945Ta0.02180Ti0.01268W0.02112;-0.0034141;0.00151999999999997
950;200.0;;2467.0;;28.60862287;Al0.13196B0.00037C0.00153Co0.10417Cr0.08029Hf0.00086Mo0.00448Ni0.60575Re0.01055Ta0.02646Ti0.01154W0.02204;-0.014836;0.00190000000000001
850;500.0;;2537.0;;26.28305188;Al0.11443Co0.03419Cr0.01750Hf0.00036Nb0.00140Ni0.75197Re0.02618Ta0.03592W0.01768Y0.00037;0.0065598;0
850;500.0;;2568.0;;26.28897521;Al0.12886Co0.08597Cr0.05359Hf0.00035Nb0.00068Ni0.65821Re0.01633Ta0.03010W0.02584Y0.00007;0.066404;0
850;500.0;;2696.0;;26.31269843;Al0.13471Co0.05122Cr0.04596Hf0.00035Nb0.00338Ni0.69533Re0.01959Ta0.02606W0.02326Y0.00014;0.047786;0
850;500.0;;2721.0;;26.31720015;Al0.13005Co0.06967Cr0.02221Hf0.00072Nb0.00207Ni0.69843Re0.02481Ta0.03368W0.01815Y0.00022;0.0051869;0
850;500.0;;3054.0;;26.37350792;Al0.12609Co0.04846Cr0.03662Hf0.00036Nb0.00205Ni0.71481Re0.02045Ta0.03017W0.02071Y0.00029;0.027678;0
850;500.0;;3243.0;;26.40279342;Al0.12258Co0.04334Cr0.02947Hf0.00036Nb0.00206Ni0.72889Re0.02229Ta0.03176W0.01910Y0.00014;0.0151;0
950;240.0;;3427.0;;28.78319995;Al0.11443Co0.03419Cr0.01750Hf0.00036Nb0.00140Ni0.75197Re0.02618Ta0.03592W0.01768Y0.00037;0.0065598;0
950;240.0;;3468.0;;28.78951673;Al0.12886Co0.08597Cr0.05359Hf0.00035Nb0.00068Ni0.65821Re0.01633Ta0.03010W0.02584Y0.00007;0.066404;0
950;165.0;;3690.0;;28.82247325;Al0.11969B0.00025C0.00112Co0.08065Cr0.06797Hf0.00051Mo0.00318Ni0.66989Re0.00818Ta0.02357Ti0.00509W0.01989;0.040063;0.00136999999999998
950;240.0;;3721.0;;28.82691678;Al0.13471Co0.05122Cr0.04596Hf0.00035Nb0.00338Ni0.69533Re0.01959Ta0.02606W0.02326Y0.00014;0.047786;0
950;240.0;;3764.0;;28.83301948;Al0.13005Co0.06967Cr0.02221Hf0.00072Nb0.00207Ni0.69843Re0.02481Ta0.03368W0.01815Y0.00022;0.0051869;0
950;240.0;;3825.0;;28.84155825;Al0.12609Co0.04846Cr0.03662Hf0.00036Nb0.00205Ni0.71481Re0.02045Ta0.03017W0.02071Y0.00029;0.027678;0
950;240.0;;3917.0;;28.85418222;Al0.12258Co0.04334Cr0.02947Hf0.00036Nb0.00206Ni0.72889Re0.02229Ta0.03176W0.01910Y0.00014;0.0151;0
950;165.0;;4430.0;;28.91955176;Al0.13611B0.00037C0.00153Co0.10386Cr0.08240Hf0.00086Mo0.00447Ni0.59874Re0.01052Ta0.02638Ti0.01279W0.02197;-0.021674;0.00190000000000001
950;165.0;;4760.0;;28.9577133;Al0.12705C0.00152Co0.09987Cr0.07468Hf0.00034Mo0.00379Ni0.62770Re0.00945Ta0.02180Ti0.01268W0.02112;-0.0034141;0.00151999999999997
950;165.0;;5040.0;;28.98807255;Al0.12789B0.00029C0.00128Co0.09933Cr0.07703Hf0.00069Mo0.00385Ni0.62227Re0.00993Ta0.02792Ti0.00772W0.02179;0.008172;0.00156999999999996
950;165.0;;5180.0;;29.0026253;Al0.12865B0.00028C0.00127Co0.09817Cr0.07613Hf0.00068Mo0.00381Ni0.62949Re0.00981Ta0.02255Ti0.00763W0.02153;0.038561;0.00155000000000005
950;165.0;;6050.0;;29.08508682;Al0.12436B0.00025C0.00112Co0.08282Cr0.07157Hf0.00051Mo0.00318Ni0.65612Re0.00885Ta0.02427Ti0.00637W0.02057;0.029509;0.00136999999999998
950;165.0;;6815.0;;29.14832875;Al0.12717B0.00031C0.00128Co0.09877Cr0.07660Hf0.00069Mo0.00383Ni0.62709Re0.00987Ta0.02540Ti0.00768W0.02133;0.019956;0.00158999999999998
